"Year","Road.Type","Speed","Junction.Type","Brightness","Wind.Speed","Casualty.Class","Gender","Age","Damage","Severity"
"00","C",78,"1",53840,7,"P","F",79,18618.41,22
"99","A",50,"0",1044,15,"P","F",65,33575.28,70
"02","A",85,"2",106285,20,"O","M",62,34951.01,76
"98","M",86,"4",107535,19,"O","M",22,36350.33,83
"02","C",48,"2",88159,25,"P","M",23,13134.47,11
"99","M",34,"4",42535,11,"O","F",19,39029.56,95
"00","U",44,"4",26541,3,"D","F",69,3470.89,1
"99","B",53,"2",75806,11,"P","F",76,25297.57,40
"01","M",48,"1",83650,25,"D","M",29,38038.1,90
"01","C",78,"4",97535,22,"O","M",54,24703.27,38
"02","U",31,"4",8121,7,"D","F",64,5456.2,2
"98","C",87,"3",59900,24,"D","M",72,13437.34,11
"99","A",79,"0",52046,17,"D","F",62,34746.01,75
"99","U",39,"3",60070,13,"P","M",54,4141.7,1
"02","U",83,"3",13756,23,"D","M",34,4855.64,1
"99","A",60,"2",54450,13,"D","F",35,31958.41,64
"02","U",80,"2",98537,1,"P","F",54,1449.39,0
"99","U",75,"4",84971,3,"D","F",25,4310.06,1
"98","A",44,"0",55035,8,"O","F",49,34925.43,76
"98","C",82,"2",102535,19,"O","F",49,19356.07,23
"00","M",35,"3",73758,6,"P","F",36,35748.64,80
"98","U",57,"2",71285,8,"O","F",19,10844.77,7
"98","A",81,"4",101285,20,"O","M",33,34372.94,74
"02","A",49,"3",53538,16,"P","F",19,34071.44,73
"02","U",57,"0",96754,18,"D","F",20,10683.01,7
"01","C",77,"2",106597,2,"D","F",28,23926.43,36
"00","C",60,"3",54556,4,"P","F",40,17058.03,18
"00","B",45,"1",80915,14,"P","M",25,26187.97,43
"02","B",54,"1",67535,13,"O","M",24,26740.45,45
"01","C",38,"1",118333,11,"D","F",68,24616.8,38
"02","C",31,"3",118005,14,"P","F",77,18916.69,22
"99","U",51,"1",16312,3,"D","M",18,12084.56,9
"01","B",54,"4",67436,9,"P","M",27,29281.47,54
"02","A",33,"4",51310,20,"D","F",60,32319.45,65
"02","M",66,"0",82535,11,"O","F",42,37560.72,88
"00","U",75,"3",105747,3,"D","F",28,11341.12,8
"99","U",73,"4",104964,13,"P","M",56,5007.31,2
"00","U",90,"2",114742,21,"D","F",69,11911.57,9
"98","C",53,"4",15575,10,"P","F",38,15565.36,15
"00","C",30,"3",37535,21,"O","F",77,15546.17,15
"01","C",35,"0",45716,1,"P","F",60,21169.55,28
"02","U",50,"3",83352,16,"P","F",63,913.9,0
"99","U",88,"3",54659,6,"P","M",19,1944.57,0
"98","A",74,"2",15610,14,"P","M",75,32432.19,66
"99","C",67,"1",83785,18,"O","M",67,16303.78,17
"02","B",46,"4",64278,24,"P","F",37,28534.76,51
"02","M",61,"3",97691,15,"D","F",53,35897.1,81
"00","C",32,"0",40035,14,"O","F",74,16768.31,18
"02","C",35,"4",87626,2,"D","M",76,20976.91,28
"02","B",31,"4",38785,21,"O","F",22,27381.76,47
"98","M",33,"0",83929,20,"P","M",21,35829.99,80
"01","C",75,"4",93785,24,"O","F",77,13100.37,11
"00","U",63,"4",78785,21,"O","M",66,6654.48,3
"01","M",75,"2",34228,8,"D","M",22,36635.89,84
"98","U",84,"2",68307,17,"D","M",27,7018.76,3
"01","M",45,"2",13986,21,"D","F",53,36892.68,85
"02","U",70,"0",34573,18,"D","F",64,6839.07,3
"99","U",45,"2",92552,21,"D","M",75,7158.54,3
"99","A",67,"4",36364,8,"P","M",21,34703.74,75
"98","C",50,"1",106116,24,"D","M",68,22652.22,32
"00","U",60,"2",75035,22,"O","F",46,8225.06,4
"00","C",75,"0",31409,6,"P","F",33,21754.42,30
"00","M",82,"4",102535,15,"O","M",19,37199.51,86
"00","M",36,"3",57805,13,"D","F",72,36665.06,84
"00","U",80,"4",63074,10,"D","F",46,9142.76,5
"02","C",139.654677789658,"0",18394,4,"D","M",58,12924.18,10
"99","A",84,"1",108377,7,"D","F",43,32604.34,66
"01","M",44,"2",34779,7,"P","M",20,38501.57,93
"98","B",40,"3",49418,1,"P","F",74,29238.17,53
"98","U",90,"2",17974,6,"P","F",31,8317.45,4
"98","B",34,"0",24134,18,"D","F",56,30322.71,57
"99","U",33,"0",41285,13,"O","M",78,2974.71,1
"99","A",71,"2",88785,20,"O","M",59,33219.76,69
"00","B",59,"3",35903,23,"D","M",33,30141.64,57
"01","C",45,"4",41784,11,"P","M",65,23023.58,33
"98","C",88,"4",16302,14,"D","F",50,24698.59,38
"00","M",51,"2",8021,6,"P","M",20,37423.15,88
"99","C",55,"0",68785,3,"O","M",22,15497.04,15
"98","U",70,"4",87535,2,"O","M",35,2751.71,0
"99","C",30,"1",56335,15,"D","M",73,24294.21,37
"00","C",69,"0",86285,12,"O","F",63,17661.07,19
"02","A",34,"1",95156,2,"D","M",49,31063.57,60
"02","B",58,"4",72535,12,"O","F",34,26918.75,45
"01","C",86,"3",76756,17,"P","F",68,24159.1,36
"00","B",86,"2",45506,11,"P","F",63,26193.91,43
"02","B",74,"3",92535,2,"O","M",58,26316.23,43
"01","C",67,"2",83785,4,"O","F",61,16204.31,16
"01","B",74,"2",92535,19,"O","F",42,30605.26,59
"02","C",86,"0",51311,6,"P","M",27,14475.67,13
"98","B",39,"2",16628,20,"P","F",40,25146.12,40
"02","C",79,"0",98785,8,"O","F",58,23561.23,35
"01","A",38,"2",56973,18,"D","M",74,33321.47,69
"98","U",39,"0",12136,20,"P","M",64,1380.64,0
"99","M",55,"2",85623,21,"D","F",31,38153.25,91
"02","U",33,"3",41285,16,"O","F",65,5958.04,2
"01","C",70,"1",44331,12,"D","M",34,14812.39,14
"99","U",46,"2",33482,10,"D","F",50,5038.93,2
"02","A",46,"2",109436,6,"P","M",69,33863.25,72
"01","A",73,"0",87348,15,"P","M",19,33131.51,69
"01","B",62,"3",77535,24,"O","F",42,29346.98,54
"98","U",32,"1",40035,11,"O","M",44,2665.23,0
"01","C",69,"4",45435,9,"P","M",72,23366.78,34
"98","B",81,"0",101285,17,"O","M",56,27830.94,48
"98","B",76,"4",33576,9,"P","M",45,28431.46,51
"00","U",61,"1",76285,24,"O","M",56,9907.24,6
"02","U",41,"0",83923,11,"D","F",55,1536.94,0
"00","B",85,"3",18972,23,"P","M",46,28965.9,52
"01","C",31,"4",38785,4,"O","F",27,23171.48,34
"99","C",88,"4",81372,10,"D","M",76,12775.54,10
"02","U",36,"4",70838,7,"P","M",24,3667.86,1
"02","B",43,"0",53785,7,"O","F",25,27139.54,46
"98","A",69,"0",86285,5,"O","F",20,31639.98,63
"01","U",44,"0",106002,14,"P","F",65,3457.27,1
"99","C",49,"3",61285,25,"O","F",77,14833,14
"00","B",47,"1",26203,24,"P","M",59,28240.49,50
"99","M",52,"0",65035,9,"O","F",45,36094.39,81
"98","U",82,"4",43482,24,"D","M",51,4593.76,1
"02","C",39,"1",48785,9,"O","F",47,25132.73,39
"01","B",74,"0",50482,11,"D","M",64,29509.35,54
"99","M",47,"3",55028,22,"P","F",19,37537.2,88
"00","B",42,"0",99954,13,"D","F",33,25687.22,41
"99","B",65,"0",76903,15,"P","F",44,27449.93,47
"99","U",57,"1",71285,2,"O","F",30,6508.92,3
"98","M",42,"0",58285,3,"P","M",19,37625.35,88
"98","A",79,"4",116647,23,"P","F",59,33571.91,70
"00","U",57,"4",37025,20,"D","M",48,724.46,0
"99","A",48,"1",16472,11,"P","F",45,31193.13,61
"98","B",70,"3",26672,20,"D","F",50,30704.01,59
"98","C",68,"0",33756,6,"P","M",40,17196.04,18
"98","B",71,"3",88785,10,"O","F",24,29520.93,54
"01","U",42,"3",37644,8,"P","F",76,10474.27,7
"01","B",79,"1",46215,4,"P","F",30,30337.36,58
"01","C",46,"1",48458,13,"D","F",63,13251.25,11
"98","U",88,"2",112860,25,"D","F",63,2498.29,0
"01","U",64,"0",86473,24,"P","M",30,1297.92,0
"98","U",55,"1",16437,7,"D","F",34,7605.34,4
"00","C",60,"1",75035,21,"O","F",48,21670.69,29
"99","U",43,"1",53785,14,"O","F",69,11112.89,8
"01","B",79,"3",36793,12,"D","M",69,25377.3,40
"00","U",42,"1",108523,3,"P","F",69,9676.54,6
"98","C",72,"4",104584,11,"P","M",53,18147.46,21
"98","C",43,"4",53785,4,"O","F",51,17587.71,19
"00","M",47,"0",88266,25,"P","M",21,37953.03,90
"02","U",75,"4",53635,15,"P","F",22,1090.35,0
"99","B",67,"4",54743,3,"P","M",65,25558.14,41
"00","B",66,"1",44004,4,"P","M",42,26126.82,43
"01","C",83,"3",72055,22,"D","M",78,23656.63,35
"02","A",42,"0",47934,25,"P","M",76,33246.52,69
"99","U",49,"2",86645,19,"D","F",48,8812.09,5
"99","A",57,"2",17939,2,"P","M",54,32287.45,65
"02","A",49,"1",77833,2,"D","F",62,31120.06,61
"02","C",39,"0",48785,14,"O","M",71,23432.71,34
"99","U",58,"0",97531,10,"P","M",73,11675.7,9
"98","U",67,"3",83785,12,"O","F",68,11737.04,9
"98","A",79,"0",47577,9,"P","F",40,32103.84,64
"98","M",89,"3",116088,16,"P","F",45,37985.46,90
"01","U",71,"4",88785,7,"O","M",58,8144.65,4
"01","M",45,"2",113246,20,"D","F",39,37820.35,89
"98","C",41,"2",51285,13,"O","M",44,15863.47,16
"02","U",57,"3",99521,5,"P","M",73,9673.06,6
"01","C",56,"2",70035,9,"O","F",68,18679.1,22
"98","A",32,"4",27485,12,"P","F",64,32258.36,65
"01","C",32,"1",96434,21,"D","F",57,21996.45,30
"02","U",56,"4",70035,18,"O","F",73,828.73,0
"01","M",34,"3",6561,9,"D","F",61,37912.7,90
"01","C",83,"1",117725,22,"P","F",28,15297.83,15
"99","U",44,"0",98855,15,"P","M",25,2710.9,0
"00","B",55,"4",58905,2,"P","F",57,27745.33,48
"02","B",41,"2",74286,3,"P","F",54,25734.94,41
"98","C",46,"2",57535,11,"O","F",46,18678.81,22
"01","A",64,"4",80035,7,"O","M",25,35216.92,78
"99","U",86,"1",118565,21,"P","F",66,6783.92,3
"01","U",74,"0",61939,9,"P","M",72,1714.97,0
"00","C",65,"3",81285,19,"O","M",55,12581.31,10
"99","U",73,"0",91285,12,"O","F",29,7008.01,3
"99","U",56,"0",15527,2,"D","F",53,3410.45,1
"98","U",63,"4",78785,17,"O","F",43,9153.69,5
"01","C",40,"2",90278,20,"P","F",26,20529.06,26
"00","U",88,"2",68449,2,"D","F",26,626.4,0
"01","A",68,"1",117705,3,"P","F",45,31766.11,63
"99","U",47,"0",58785,7,"O","F",68,3127.25,1
"98","A",43,"3",82315,21,"D","M",50,34189.73,73
"02","U",35,"1",18097,24,"P","M",66,8517.9,5
"00","C",50,"2",66444,23,"P","M",60,14371.67,13
"01","C",46,"2",57535,13,"O","F",52,22419.36,31
"00","U",30,"2",37535,19,"O","M",48,8578.94,5
"01","C",51,"3",63785,18,"O","F",58,19023.17,23
"00","A",45,"3",56285,9,"O","F",75,32545.01,66
"99","U",43,"1",70609,9,"P","F",79,524.66,0
"99","A",82,"0",29446,11,"D","M",77,35190.64,77
"99","C",89,"1",4027,7,"D","M",76,13127.77,11
"98","A",89,"4",111285,11,"O","F",62,32785.48,67
"00","U",82,"2",34703,7,"D","M",80,7897.57,4
"98","C",88,"2",2262,11,"D","F",60,18729.44,22
"00","U",79,"2",4159,15,"D","F",48,1167.7,0
"00","M",71,"1",36162,4,"P","M",29,36240.9,82
"02","A",64,"2",21626,12,"P","M",46,34372.52,74
"02","U",30,"4",86536,12,"D","M",70,11159.33,8
"99","B",87,"2",87057,22,"P","F",54,27326.03,47
"02","C",134.550469450187,"0",94838,2,"D","F",34,12366.35,10
"98","U",48,"2",59261,9,"D","F",22,1192.96,0
"99","B",50,"2",62535,24,"O","F",40,26882.72,45
"00","A",84,"3",46820,2,"P","F",35,33914.76,72
"98","U",42,"1",92763,8,"D","F",60,697.47,0
"00","B",70,"4",87535,10,"O","M",62,27395.44,47
"00","B",33,"2",49943,13,"D","M",79,29910.04,56
"99","B",75,"0",21219,10,"D","M",47,26682.12,44
"02","B",37,"0",46285,10,"O","M",56,29840.5,56
"01","C",84,"1",105035,16,"O","F",44,17345.44,19
"01","U",73,"2",91285,5,"O","F",66,8550.32,5
"98","M",66,"2",83674,1,"P","M",26,39929.78,100
"02","C",138.273226039018,"3",86285,16,"O","M",34,12546.7,10
"02","B",137.878380645998,"0",101512,21,"P","F",52,26629.51,44
"01","A",57,"2",71285,18,"O","M",75,33391.05,70
"02","C",79,"4",17170,18,"P","F",39,22195.07,31
"99","B",90,"2",107554,6,"D","F",78,25999.4,42
"00","C",71,"2",4770,16,"P","F",34,20136.96,25
"99","A",74,"2",92535,23,"O","M",74,35228.18,78
"01","C",70,"0",87535,8,"O","M",58,18461.79,21
"02","B",66,"1",82535,18,"O","M",33,26100.81,43
"02","A",58,"3",72535,20,"O","M",42,33490.63,70
"01","U",67,"3",83785,23,"O","M",60,1068.21,0
"99","M",77,"2",105580,24,"P","F",56,38668.73,93
"01","M",41,"2",109408,25,"P","M",21,36266.7,82
"02","A",51,"3",63785,6,"O","F",26,32286.4,65
"01","C",44,"4",105677,10,"P","M",67,14315.43,13
"01","B",83,"3",38649,14,"P","F",64,26758.28,45
"02","M",87,"3",29408,8,"P","F",30,35804.12,80
"00","M",74,"3",43361,21,"P","M",21,36953.04,85
"00","A",59,"0",58728,20,"D","M",26,32818.51,67
"99","B",36,"4",81077,20,"P","M",53,30107.79,57
"01","C",31,"4",29187,23,"P","M",29,19111.72,23
"00","U",78,"3",116253,14,"D","F",54,8921.16,5
"00","B",49,"2",10761,22,"D","M",63,28184.64,50
"00","C",89,"3",111285,3,"O","F",74,21757.53,30
"01","C",79,"4",96145,23,"D","F",21,17704.23,20
"00","C",62,"4",94829,14,"D","F",69,19064.43,23
"02","B",68,"1",85035,23,"O","M",30,29446.33,54
"02","C",70,"2",87535,24,"O","M",68,15179.46,14
"99","C",62,"4",77535,16,"O","M",65,23769.83,35
"02","B",30,"0",37535,3,"O","F",54,30261.34,57
"01","C",90,"1",111243,13,"D","F",74,22432.23,31
"02","B",36,"4",80594,14,"D","F",30,27860.29,49
"01","C",50,"4",16091,10,"P","M",70,15584.74,15
"99","C",33,"3",43983,14,"P","M",53,24351.07,37
"99","C",46,"3",83948,13,"P","M",38,13232.38,11
"99","C",89,"3",111285,23,"O","F",53,21999.62,30
"98","U",84,"1",105035,16,"O","F",66,6338.04,3
"01","U",45,"4",9438,25,"D","F",45,3882,1
"00","C",51,"0",9610,3,"D","F",43,22594.85,32
"02","M",38,"1",106678,20,"D","M",26,36439.18,83
"01","M",38,"3",9505,20,"D","F",60,39590.29,98
"01","C",72,"0",90035,10,"O","F",54,15909.02,16
"98","C",83,"4",64512,5,"D","F",28,23890.55,36
"98","U",54,"2",16524,11,"P","F",54,7541,4
"00","A",41,"0",51285,10,"O","F",28,35254.93,78
"98","U",58,"0",63685,20,"P","F",73,9010.75,5
"99","B",53,"1",66285,1,"O","F",21,30686.98,59
"00","U",48,"0",57255,14,"P","F",65,9618.31,6
"01","C",78,"2",97535,5,"O","M",68,19792.28,24
"99","C",46,"3",57535,23,"O","F",61,18411.25,21
"99","U",59,"3",83315,25,"D","F",42,844.96,0
"02","U",32,"3",111430,22,"D","M",77,8890.3,5
"00","A",45,"0",17500,2,"D","F",59,34281,73
"02","U",51,"4",63785,18,"O","M",71,2131.56,0
"01","C",58,"4",112167,5,"D","M",32,15452.18,15
"99","A",57,"1",71285,21,"O","F",33,33589.64,71
"00","C",89,"0",111285,21,"O","M",74,13831.97,12
"02","B",31,"4",90373,18,"P","F",69,29873.07,56
"00","A",69,"3",103186,13,"D","F",53,33301.62,69
"02","U",35,"4",47236,19,"D","M",67,7862.52,4
"02","C",34,"2",72710,13,"D","M",68,19433.38,24
"01","B",63,"0",78785,22,"O","M",67,28666.71,51
"01","A",55,"1",10393,4,"D","F",35,31158,61
"99","B",34,"0",94539,22,"D","M",29,29391.78,54
"02","U",47,"4",58785,18,"O","M",53,5168.82,2
"98","M",42,"4",71926,21,"P","M",22,35714.73,80
"99","U",84,"0",2207,16,"P","F",52,1175.12,0
"98","A",89,"3",2974,20,"D","F",23,31142.33,61
"98","C",77,"0",96285,15,"O","M",32,16766.48,18
"00","U",78,"4",64836,11,"D","M",80,3876.44,1
"00","C",45,"4",95209,5,"P","F",71,20963.81,27
"00","B",86,"4",107535,25,"O","F",54,26401.86,44
"00","M",76,"4",37487,7,"P","M",24,36964.48,85
"99","C",75,"2",93785,24,"O","M",63,14708.39,14
"98","B",69,"3",80659,10,"D","M",70,27943.4,49
"02","C",72,"2",67498,13,"P","M",40,17949.87,20
"02","U",37,"0",109124,6,"P","F",71,8411.1,4
"00","C",63,"1",37481,19,"D","F",53,20400.62,26
"99","U",59,"3",73785,10,"O","F",55,11401.48,8
"00","C",61,"2",23084,21,"D","M",76,22617.42,32
"98","C",79,"2",52876,8,"P","F",38,23945.45,36
"02","U",70,"1",87535,18,"O","M",34,4943.99,2
"99","C",37,"0",46285,11,"O","M",52,15625.05,15
"98","A",50,"2",67939,18,"P","F",27,35616.69,79
"02","U",36,"4",45035,17,"O","M",71,5505.22,2
"02","U",57,"3",71285,21,"O","M",61,2133.35,0
"98","U",48,"2",119736,13,"D","M",69,11857.62,9
"99","C",44,"0",55035,4,"O","M",77,23296.54,34
"98","C",59,"0",40958,15,"D","F",75,18292.04,21
"99","U",41,"2",51285,5,"O","F",24,5878.07,2
"99","C",44,"3",75047,6,"D","F",45,14139.62,12
"02","M",65,"1",81285,6,"O","M",23,39736.47,99
"99","B",73,"1",98650,13,"P","F",19,27393.84,47
"99","C",41,"4",49051,1,"D","F",54,17788.08,20
"99","U",81,"1",106261,14,"P","M",45,11628.22,8
"98","B",75,"3",92050,17,"P","F",61,25570.2,41
"98","U",69,"1",96672,19,"P","M",49,6481.57,3
"02","M",64,"4",80035,10,"O","M",29,37805,89
"99","M",57,"1",92234,16,"D","M",21,35733.14,80
"00","U",47,"2",58785,22,"O","F",35,890.84,0
"02","C",40,"4",99360,11,"D","F",59,12405.52,10
"01","U",32,"0",102245,20,"D","F",62,5670.47,2
"00","B",72,"4",117205,8,"P","M",38,28516.54,51
"98","U",37,"4",57937,6,"P","M",63,4535.41,1
"02","A",77,"4",96285,3,"O","M",53,33542.45,70
"01","C",79,"1",7909,23,"D","F",34,24709.46,38
"99","M",72,"4",19692,19,"P","F",72,39495.29,97
"02","U",63,"3",78785,1,"O","M",56,8485.88,5
"01","C",66,"2",82535,7,"O","M",64,17674.35,20
"01","C",31,"1",38785,18,"O","M",35,21667.33,29
"00","A",83,"2",103785,21,"O","M",64,33198.95,69
"99","U",86,"0",107535,13,"O","M",23,10952.81,7
"01","U",42,"2",28612,2,"D","F",54,5008.55,2
"01","U",30,"2",101230,5,"P","F",77,4656.96,1
"00","A",133.540743561462,"2",99143,13,"D","F",52,32301.7,65
"01","B",85,"3",91769,19,"D","F",74,29021.24,53
"99","C",33,"0",52209,23,"D","M",26,16448.34,17
"99","A",34,"4",66336,17,"P","M",68,35239.67,78
"02","C",51,"2",3400,11,"D","M",34,18942.27,22
"00","U",71,"2",88785,17,"O","M",46,8539.46,5
"98","B",38,"3",37191,3,"D","M",71,26890,45
"98","M",36,"1",66850,13,"P","M",26,37856.3,90
"00","A",44,"0",60282,20,"D","M",74,33203.46,69
"02","U",77,"2",80410,9,"D","F",79,4889.38,1
"98","U",43,"1",19950,22,"D","F",64,1437.48,0
"99","M",81,"4",37854,3,"P","M",22,39614.28,98
"99","C",81,"0",73723,11,"P","M",66,13936.35,12
"01","C",65,"2",81285,10,"O","M",55,13736.28,12
"01","A",88,"2",110035,4,"O","F",47,32000.58,64
"98","B",60,"2",117665,24,"P","M",38,26563.58,44
"01","U",33,"2",41285,22,"O","F",59,7651.73,4
"00","U",85,"4",33021,6,"P","M",19,5869.5,2
"01","C",40,"1",27193,11,"P","F",28,14559.27,13
"99","U",37,"2",46285,25,"O","F",52,2909.28,1
"02","C",35,"1",43785,18,"O","M",50,13322.94,11
"99","B",50,"3",62535,20,"O","M",41,30760.32,59
"98","A",57,"1",71285,2,"O","M",20,30863.59,60
"99","B",59,"1",73785,14,"O","M",43,27317.66,47
"01","U",84,"3",37375,3,"P","F",71,9669.54,6
"98","M",65,"0",95432,7,"D","F",26,38117.91,91
"99","C",84,"4",15586,16,"D","M",59,23971.76,36
"98","B",77,"0",106319,5,"P","M",56,25869.97,42
"00","U",88,"4",71083,19,"P","F",53,11354.2,8
"00","U",87,"4",67207,25,"D","M",68,9557.26,6
"01","B",75,"4",20161,17,"D","F",51,26091.77,43
"99","U",56,"0",38094,24,"P","F",43,4663.11,1
"01","U",72,"0",24927,5,"D","F",53,2933.06,1
"01","U",47,"1",58785,8,"O","M",65,11932.55,9
"01","C",34,"3",1320,5,"P","M",52,14320.78,13
"98","C",79,"3",98785,7,"O","M",50,23423.78,34
"00","U",35,"3",20642,6,"P","M",36,1777.67,0
"02","U",66,"2",77599,21,"D","M",74,8617.88,5
"98","C",58,"0",72535,25,"O","F",42,15088.54,14
"01","U",48,"4",58219,12,"D","F",43,12174.15,9
"00","A",55,"2",37764,16,"D","M",23,31276.94,61
"98","C",55,"0",115518,23,"D","F",77,13578.94,12
"02","C",45,"4",72201,15,"P","M",39,19323.95,23
"00","C",33,"2",25408,8,"P","M",79,13990.08,12
"00","C",82,"4",102535,14,"O","M",79,13455.75,11
"01","C",75,"2",14580,1,"P","F",51,13335.78,11
"02","A",58,"2",72535,24,"O","F",71,35443.61,79
"00","U",55,"1",7332,12,"P","F",79,10656.05,7
"99","U",61,"1",76285,7,"O","F",37,10531.17,7
"99","A",67,"0",83785,17,"O","M",78,30972.57,60
"02","C",73,"0",91285,9,"O","F",50,13288.39,11
"99","C",33,"2",3639,9,"D","F",58,17596.5,19
"00","M",45,"1",56285,23,"O","M",22,39209.13,96
"01","U",77,"4",78729,19,"D","F",64,7492.24,4
"01","U",72,"3",9452,2,"P","F",21,11437.62,8
"02","A",63,"2",31971,10,"D","M",28,33825.37,72
"02","C",79,"0",23947,9,"P","F",49,23817.33,35
"00","U",67,"0",83785,17,"O","M",46,997.65,0
"98","C",41,"1",51285,5,"O","F",59,13576.21,12
"00","U",50,"3",62535,9,"O","F",41,6257.3,2
"98","U",60,"2",75035,5,"O","F",57,4226.27,1
"01","A",56,"4",53215,7,"D","M",20,33084,68
"02","C",53,"1",16680,20,"D","M",59,16012.24,16
"98","U",75,"0",93785,4,"O","F",36,12168.13,9
"99","U",48,"4",8033,12,"P","F",57,6990.81,3
"98","C",63,"1",78785,9,"O","M",72,16596.44,17
"01","U",66,"4",59433,15,"P","M",73,8295.45,4
"01","C",35,"3",68447,11,"P","M",72,21650.71,29
"00","U",47,"2",116010,17,"D","F",76,9572.97,6
"01","M",65,"2",95558,5,"D","M",29,39593.43,98
"98","U",54,"0",80304,24,"D","M",28,3168.53,1
"99","C",81,"3",3141,18,"D","F",78,13264.44,11
"00","M",64,"2",89782,9,"D","M",28,37820.21,89
"98","U",86,"1",107535,5,"O","F",40,12170.8,9
"99","U",89,"2",111285,21,"O","F",37,2473.17,0
"98","C",62,"3",103679,22,"D","M",67,18197.13,21
"98","B",39,"1",61767,12,"D","M",42,25776.86,42
"98","B",79,"1",98785,12,"O","F",80,25421.75,40
"99","A",75,"1",95181,21,"P","M",65,32921.66,68
"00","B",75,"1",93785,15,"O","M",31,29107.66,53
"00","A",51,"4",63785,10,"O","M",75,32659.98,67
"98","U",50,"4",50992,5,"P","F",25,3643.47,1
"98","C",44,"2",28113,3,"P","M",49,13517.44,11
"98","C",32,"2",106805,4,"P","M",47,19577.76,24
"02","C",72,"1",50473,2,"D","F",53,22953.01,33
"99","U",40,"4",70910,14,"D","F",77,2555.23,0
"00","C",73,"4",6999,22,"D","M",73,16170.2,16
"99","A",57,"1",23142,2,"D","F",56,31972.58,64
"98","M",133.816302542109,"0",80381,20,"P","F",55,36445.63,83
"00","U",46,"4",23511,13,"P","F",65,4607.56,1
"01","C",80,"0",83648,17,"P","M",70,16399.15,17
"00","C",79,"4",53997,24,"P","M",27,13953.13,12
"00","M",86,"1",90280,25,"P","M",22,36416.88,83
"98","C",81,"2",101285,23,"O","F",58,15720.54,15
"00","C",43,"1",112945,22,"D","F",60,21447.32,29
"00","U",58,"2",71165,8,"P","M",27,9261.49,5
"99","C",89,"1",38140,18,"D","M",43,16901.27,18
"99","B",63,"1",78785,12,"O","M",68,29942.73,56
"01","A",63,"4",87660,11,"P","M",41,32752.19,67
"98","U",59,"4",73785,15,"O","M",19,3389.44,1
"01","B",39,"3",1989,20,"D","M",45,28684.23,51
"02","M",80,"4",100035,13,"O","F",18,35948.71,81
"01","C",44,"2",46755,18,"P","F",35,17341.18,19
"01","U",72,"2",14645,5,"P","M",28,7390.22,3
"98","U",50,"0",13892,16,"D","M",21,2896.34,1
"99","A",51,"4",30729,8,"P","F",36,32721.65,67
"98","A",60,"2",75035,12,"O","M",49,30910.16,60
"02","U",89,"1",111285,23,"O","F",52,2436.1,0
"02","U",88,"2",45344,13,"D","F",56,2262.94,0
"98","U",62,"2",77535,14,"O","F",21,2742.04,0
"01","M",37,"4",42143,23,"D","M",19,39093.97,96
"99","M",41,"4",51285,23,"O","M",27,36158.83,82
"02","U",81,"4",57982,9,"P","M",48,8095.26,4
"02","B",56,"1",70035,4,"O","F",44,29011.29,53
"02","B",58,"4",99018,14,"P","F",18,28179.6,50
"98","U",89,"1",37029,16,"D","F",51,4328.26,1
"98","U",44,"0",52062,11,"D","F",75,2689.99,0
"02","A",37,"0",118934,18,"P","F",59,33927.81,72
"98","C",89,"0",78499,17,"P","M",28,23519.29,35
"00","C",39,"3",30491,20,"P","F",68,17394.18,19
"02","U",83,"3",18414,24,"P","M",63,4975.98,2
"01","C",49,"2",61285,13,"O","M",30,20981.62,28
"02","U",35,"3",43785,11,"O","F",22,3001.3,1
"98","C",87,"0",108785,13,"O","F",24,20738.8,27
"02","M",59,"1",15392,3,"P","M",29,37786.35,89
"99","C",53,"0",48263,17,"D","F",52,13899.1,12
"02","U",81,"4",27681,15,"P","F",38,10015.36,6
"00","C",84,"3",86428,8,"D","F",22,13549.29,11
"00","M",83,"3",103785,8,"O","M",28,37706.64,89
"02","U",79,"3",42008,11,"D","F",61,6082.15,2
"01","C",33,"3",17689,19,"D","M",59,16423.71,17
"00","C",41,"3",51285,5,"O","F",36,23754.44,35
"98","C",36,"1",85807,14,"P","M",56,20776.4,27
"01","C",39,"4",48785,6,"O","M",76,16927.61,18
"98","C",45,"3",4432,3,"D","M",26,17802.15,20
"00","C",65,"4",4972,16,"P","F",50,14996.2,14
"98","C",67,"3",103777,20,"D","M",22,24477.86,37
"00","C",81,"4",101285,5,"O","M",72,13132.71,11
"99","C",39,"1",48785,10,"O","M",77,20396.23,26
"98","A",80,"1",100035,1,"O","F",49,31583.26,62
"00","A",77,"0",46193,4,"D","M",63,35139.61,77
"01","B",84,"4",12036,19,"D","M",68,30534.26,58
"99","M",54,"2",67535,16,"O","M",28,39581.86,98
"98","A",131.704842892941,"1",108896,8,"P","F",77,32129.89,65
"99","C",31,"4",38785,13,"O","F",26,13673.61,12
"02","U",50,"0",62535,7,"O","M",67,4738.34,1
"02","U",87,"3",108785,18,"O","M",40,3670.18,1
"98","A",69,"0",39557,20,"D","F",67,35342.72,78
"01","U",75,"3",12986,22,"D","M",29,7417.46,3
"98","C",43,"4",49155,3,"P","F",49,17319.96,19
"01","U",67,"3",83785,13,"O","F",33,5207.25,2
"00","U",36,"1",59760,22,"P","M",54,10477.21,7
"99","U",84,"4",105035,15,"O","F",66,6512.08,3
"99","C",55,"3",98969,2,"D","F",18,20917.7,27
"99","C",65,"3",69199,5,"P","F",39,23405.64,34
